timestamp,run_mode,epochs_config,fine_tune_epochs,batch_size,val_split,initial_learning_rate,final_learning_rate,backbone_unfrozen,train_images,test_images,num_classes,accuracy,macro_precision,macro_recall,macro_f1,best_model_file,excel_report,notes
20260423_160250,full_train + fine_tune,30,15,32,0.2,0.0001,1e-05,True,1200,180,3,0.8611,0.8868,0.8611,0.8559,saved_models\palm_ripeness_best_20260423_160250.h5,reports\classification_report_20260423_160250.xlsx,model=EfficientNetB0; preprocess_family=efficientnet; no_internal_preprocessing_layer=True; fine_tune_unfreeze_layers=30
