timestamp,run_mode,epochs_config,fine_tune_epochs,batch_size,val_split,initial_learning_rate,final_learning_rate,backbone_unfrozen,train_images,test_images,num_classes,accuracy,macro_precision,macro_recall,macro_f1,best_model_file,excel_report,notes
20260418_214309,full_train + fine_tune,30,15,32,0.2,0.0001,1e-05,True,1240,260,3,0.9,0.9275,0.8958,0.8976,saved_models\palm_ripeness_best_20260418_214309.h5,reports\classification_report_20260418_214309.xlsx,model=MobileNetV3Small; preprocess_family=mobilenet_v3; include_preprocessing_layer=True
