timestamp,run_mode,epochs_config,fine_tune_epochs,batch_size,val_split,initial_learning_rate,final_learning_rate,backbone_unfrozen,train_images,test_images,num_classes,accuracy,macro_precision,macro_recall,macro_f1,best_model_file,excel_report,notes
20260422_001923,full_train,30,0,32,0.2,0.0001,0.0001,False,1200,180,3,0.5222,0.5406,0.5222,0.5279,saved_models\palm_ripeness_best_20260422_001923.h5,reports\classification_report_20260422_001923.xlsx,profile=05_full_train_e30; model=MobileNetV3Small; preprocess_family=mobilenet_v3; include_preprocessing_layer=False; effective_warmup_epochs=30
